feature,importance
spectral_entropy,1.647994751883011
power_dB,0.0046974396368728
PU_Signal_Strength,0.0046974396368728
SU3_temporal_cov__q25,0.0022526359969106
SU3_cov_flat__q25,0.0022526359969106
SU2_temporal_cov__q25,0.0021623651179069
SU2_cov_flat__q25,0.0021623651179069
SU3_cov_flat__energy,0.0018746247114345
SU3_temporal_cov__energy,0.0018746247114345
SU1_temporal_cov__q25,0.0018356788341573
SU1_cov_flat__q25,0.0018356788341573
SU3_temporal_cov_10,0.0014034913843311
SU3_temporal_cov_1,0.0014034913843311
SU3_temporal_cov_2,0.0014034913843311
SU3_temporal_cov_18,0.0014034913843311
SU3_temporal_cov_9,0.0014034913843311
SU3_temporal_cov_25,0.0014034913843311
SU3_temporal_cov_17,0.0014034913843311
SU3_cov_flat_1,0.0014034913843311
SU3_temporal_cov_26,0.0014034913843311
SU3_cov_flat_2,0.0014034913843311
SU3_temporal_cov_29,0.0014034913842634
SU3_temporal_cov_30,0.0014034913842634
SU3_temporal_cov_22,0.0014034913842634
SU3_temporal_cov_21,0.0014034913842634
SU3_cov_flat_5,0.0014034913842634
SU3_cov_flat_6,0.0014034913842634
SU3_temporal_cov_6,0.0014034913842634
SU3_temporal_cov_5,0.0014034913842634
SU3_temporal_cov_14,0.0014034913842634
SU3_temporal_cov_13,0.0014034913842634
SU3_cov_flat__median,0.0014034913828807
SU3_temporal_cov__median,0.0014034913828807
SU3_cov_flat__mean,0.0014034913823479
SU3_temporal_cov__mean,0.0014034913823479
SU3_temporal_cov_16,0.0014034913803648
SU3_cov_flat_3,0.0014034913803648
SU3_cov_flat_0,0.0014034913803648
SU3_temporal_cov_24,0.0014034913803648
SU3_temporal_cov_11,0.0014034913803648
SU3_temporal_cov_27,0.0014034913803648
SU3_temporal_cov_8,0.0014034913803648
SU3_temporal_cov_19,0.0014034913803648
SU3_temporal_cov_3,0.0014034913803648
SU3_temporal_cov_0,0.0014034913803648
SU3_temporal_cov__q75,0.0011935727180173
SU3_cov_flat__q75,0.0011935727180173
SU1_temporal_cov__energy,0.0011103074635645
SU1_cov_flat__energy,0.0011103074635645
freq_bin,0.0010474096868211
SU2_cov_flat__zero_cross_rate,0.0009997547896133
SU2_temporal_cov__zero_cross_rate,0.000999754789613
SU3_cov_flat__iqr,0.0009585172050054
SU3_temporal_cov__iqr,0.0009585172050054
SU3_cov_flat__min,0.0009585172045258
SU3_temporal_cov__min,0.0009585172045258
SU3_temporal_cov__abs_mean,0.0009585172038731
SU3_temporal_cov__l1_energy,0.0009585172038731
SU3_cov_flat__l1_energy,0.0009585172038731
SU3_cov_flat__abs_mean,0.0009585172038731
SU3_cov_flat__l2_energy,0.0009585172038731
SU3_temporal_cov__l2_energy,0.0009585172038731
SU3_cov_flat__std,0.0009585172038022
SU3_temporal_cov__std,0.0009585172038022
SU3_cov_flat__range,0.0009585172035934
SU3_temporal_cov__range,0.0009585172035934
SU3_cov_flat__variation,0.0009585172027837
SU3_temporal_cov__variation,0.000958517202715
SU3_cov_flat__max,0.000958517202661
SU3_temporal_cov__max,0.000958517202661
SU1_temporal_cov_6,0.000890955082346
SU1_cov_flat_6,0.000890955082346
SU1_cov_flat_5,0.000890955082346
SU1_temporal_cov_22,0.000890955082346
SU1_temporal_cov_21,0.000890955082346
SU1_temporal_cov_5,0.000890955082346
SU1_temporal_cov_14,0.000890955082346
SU1_temporal_cov_13,0.000890955082346
SU1_temporal_cov_29,0.000890955082346
SU1_temporal_cov_30,0.000890955082346
SU1_cov_flat__median,0.0008909550815756
SU1_temporal_cov__median,0.0008909550815756
SU1_temporal_cov_11,0.0008909550813476
SU1_temporal_cov_8,0.0008909550813476
SU1_temporal_cov_16,0.0008909550813476
SU1_cov_flat_3,0.0008909550813476
SU1_temporal_cov_0,0.0008909550813476
SU1_temporal_cov_3,0.0008909550813476
SU1_cov_flat_0,0.0008909550813476
SU1_temporal_cov_24,0.0008909550813476
SU1_temporal_cov_27,0.0008909550813476
SU1_temporal_cov_19,0.0008909550813476
SU1_temporal_cov__mean,0.0008909550805515
SU1_cov_flat__mean,0.0008909550805515
SU1_temporal_cov_26,0.0008909550797555
SU1_cov_flat_2,0.0008909550797555
SU1_cov_flat_1,0.0008909550797555
SU1_temporal_cov_18,0.0008909550797555
SU1_temporal_cov_17,0.0008909550797555
SU1_temporal_cov_9,0.0008909550797555
SU1_temporal_cov_25,0.0008909550797555
SU1_temporal_cov_10,0.0008909550797555
SU1_temporal_cov_2,0.0008909550797555
SU1_temporal_cov_1,0.0008909550797555
SU2_temporal_cov__median,0.0007186036829673
SU2_cov_flat__median,0.0007186036829673
SU2_temporal_cov_25,0.0007186036813145
SU2_cov_flat_2,0.0007186036813145
SU2_temporal_cov_17,0.0007186036813145
SU2_temporal_cov_26,0.0007186036813145
SU2_temporal_cov_18,0.0007186036813145
SU2_temporal_cov_1,0.0007186036813145
SU2_temporal_cov_10,0.0007186036813145
SU2_temporal_cov_2,0.0007186036813145
SU2_cov_flat_1,0.0007186036813145
SU2_temporal_cov_9,0.0007186036813145
SU2_temporal_cov__mean,0.0007186036803384
SU2_cov_flat__mean,0.0007186036803384
SU2_temporal_cov_24,0.0007186036793624
SU2_temporal_cov_3,0.0007186036793624
SU2_temporal_cov_8,0.0007186036793624
SU2_temporal_cov_19,0.0007186036793624
SU2_temporal_cov_16,0.0007186036793624
SU2_temporal_cov_27,0.0007186036793624
SU2_temporal_cov_11,0.0007186036793624
SU2_temporal_cov_0,0.0007186036793624
SU2_cov_flat_3,0.0007186036793624
SU2_cov_flat_0,0.0007186036793624
SU2_temporal_cov_21,0.000718603678723
SU2_temporal_cov_30,0.000718603678723
SU2_temporal_cov_22,0.000718603678723
SU2_temporal_cov_6,0.000718603678723
SU2_temporal_cov_29,0.000718603678723
SU2_temporal_cov_14,0.000718603678723
SU2_temporal_cov_5,0.000718603678723
SU2_temporal_cov_13,0.000718603678723
SU2_cov_flat_6,0.000718603678723
SU2_cov_flat_5,0.000718603678723
SU2_temporal_cov__energy,0.0006797216716474
SU2_cov_flat__energy,0.0006797216716474
SU1_temporal_cov__q75,0.0006572886809432
SU1_cov_flat__q75,0.0006572886809432
SU2_cov_flat__q75,0.0004705168616446
SU2_temporal_cov__q75,0.0004705168616446
SU1_cov_flat__zero_cross_rate,0.0004015043974306
SU1_temporal_cov__zero_cross_rate,0.0004015043974305
SU1_temporal_cov__min,0.0003967622615744
SU1_cov_flat__min,0.0003967622615744
SU1_cov_flat__range,0.0003967622607417
SU1_temporal_cov__range,0.0003967622607417
SU1_cov_flat__variation,0.000396762260471
SU1_temporal_cov__variation,0.000396762260278
SU1_temporal_cov__std,0.0003967622602548
SU1_cov_flat__std,0.0003967622602548
SU1_cov_flat__max,0.0003967622599091
SU1_temporal_cov__max,0.0003967622599091
SU1_temporal_cov__l2_energy,0.0003967622597834
SU1_cov_flat__l2_energy,0.0003967622597834
SU1_cov_flat__l1_energy,0.0003967622597834
SU1_cov_flat__abs_mean,0.0003967622597834
SU1_temporal_cov__abs_mean,0.0003967622597834
SU1_temporal_cov__l1_energy,0.0003967622597834
SU1_temporal_cov__iqr,0.0003967622591892
SU1_cov_flat__iqr,0.0003967622591892
SU2_temporal_cov__iqr,0.0002494126056775
SU2_cov_flat__iqr,0.0002494126056775
SU2_temporal_cov__l2_energy,0.0002494126055273
SU2_cov_flat__abs_mean,0.0002494126055273
SU2_cov_flat__l1_energy,0.0002494126055273
SU2_temporal_cov__abs_mean,0.0002494126055273
SU2_temporal_cov__l1_energy,0.0002494126055273
SU2_cov_flat__l2_energy,0.0002494126055273
SU2_cov_flat__std,0.0002494126050562
SU2_temporal_cov__std,0.0002494126050562
SU2_cov_flat__min,0.0002494126044103
SU2_temporal_cov__min,0.0002494126044103
SU2_temporal_cov__range,0.0002494126040663
SU2_cov_flat__range,0.0002494126040663
SU2_temporal_cov__max,0.0002494126037224
SU2_cov_flat__max,0.0002494126037224
SU2_temporal_cov__variation,0.000249412603303
SU2_cov_flat__variation,0.0002494126026855
SU3_cov_flat__zero_cross_rate,0.0002259154948576
SU3_temporal_cov__zero_cross_rate,0.0002259154948573
