feature,importance
SU2_temporal_cov__q25,0.0032829524305657
SU2_cov_flat__q25,0.0032829524305657
SU3_temporal_cov__q25,0.0030024395814998
SU3_cov_flat__q25,0.0030024395814998
SU1_temporal_cov__q25,0.0029906349073295
SU1_cov_flat__q25,0.0029906349073295
SU3_cov_flat__zero_cross_rate,0.0028830941223631
SU3_temporal_cov__zero_cross_rate,0.002883094122363
SU2_cov_flat__zero_cross_rate,0.0027626472023461
SU2_temporal_cov__zero_cross_rate,0.0027626472023459
PU_bandwidth,0.0027269680394672
SU1_cov_flat__zero_cross_rate,0.0026594447847805
SU1_temporal_cov__zero_cross_rate,0.0026594447847804
power_dB,0.0023673390360752
PU_Signal_Strength,0.0023673390360752
spectral_entropy,0.0020028118913062
SU2_cov_flat__energy,0.0016986248701977
SU2_temporal_cov__energy,0.0016986248701977
SU2_cov_flat__max,0.0013036536862363
SU2_temporal_cov__max,0.0013036536862363
SU2_cov_flat__abs_mean,0.0013036536858764
SU2_temporal_cov__l1_energy,0.0013036536858764
SU2_temporal_cov__abs_mean,0.0013036536858764
SU2_cov_flat__l1_energy,0.0013036536858764
SU2_cov_flat__l2_energy,0.0013036536858764
SU2_temporal_cov__l2_energy,0.0013036536858764
SU2_cov_flat__std,0.0013036536850467
SU2_temporal_cov__std,0.0013036536850467
SU2_temporal_cov__range,0.0013036536842393
SU2_cov_flat__range,0.0013036536842393
SU2_temporal_cov__variation,0.0013036536842281
SU2_temporal_cov__iqr,0.0013036536840981
SU2_cov_flat__iqr,0.0013036536840981
SU2_cov_flat__variation,0.0013036536833718
SU2_cov_flat__min,0.0013036536822423
SU2_temporal_cov__min,0.0013036536822423
SU3_temporal_cov__energy,0.0012099122159211
SU3_cov_flat__energy,0.0012099122159211
SU2_cov_flat__median,0.0011748629416884
SU2_temporal_cov__median,0.0011748629416884
SU2_temporal_cov_19,0.0011748629414467
SU2_cov_flat_3,0.0011748629414467
SU2_temporal_cov_0,0.0011748629414467
SU2_cov_flat_0,0.0011748629414467
SU2_temporal_cov_27,0.0011748629414467
SU2_temporal_cov_11,0.0011748629414467
SU2_temporal_cov_16,0.0011748629414467
SU2_temporal_cov_8,0.0011748629414467
SU2_temporal_cov_3,0.0011748629414467
SU2_temporal_cov_24,0.0011748629414467
SU2_temporal_cov__mean,0.0011748629414019
SU2_cov_flat__mean,0.0011748629414019
SU2_temporal_cov_25,0.0011748629413572
SU2_cov_flat_2,0.0011748629413572
SU2_cov_flat_1,0.0011748629413572
SU2_temporal_cov_2,0.0011748629413572
SU2_temporal_cov_17,0.0011748629413572
SU2_temporal_cov_26,0.0011748629413572
SU2_temporal_cov_9,0.0011748629413572
SU2_temporal_cov_18,0.0011748629413572
SU2_temporal_cov_1,0.0011748629413572
SU2_temporal_cov_10,0.0011748629413572
SU2_cov_flat_6,0.0011748629384302
SU2_temporal_cov_14,0.0011748629384302
SU2_temporal_cov_13,0.0011748629384302
SU2_temporal_cov_21,0.0011748629384302
SU2_temporal_cov_22,0.0011748629384302
SU2_temporal_cov_6,0.0011748629384302
SU2_temporal_cov_5,0.0011748629384302
SU2_temporal_cov_29,0.0011748629384302
SU2_cov_flat_5,0.0011748629384302
SU2_temporal_cov_30,0.0011748629384302
SU1_cov_flat__max,0.0011643154868744
SU1_temporal_cov__max,0.0011643154868744
SU1_cov_flat__iqr,0.0011643154861605
SU1_temporal_cov__iqr,0.0011643154861605
SU1_cov_flat__l1_energy,0.0011643154829773
SU1_temporal_cov__abs_mean,0.0011643154829773
SU1_temporal_cov__l1_energy,0.0011643154829773
SU1_cov_flat__abs_mean,0.0011643154829773
SU1_cov_flat__l2_energy,0.0011643154829773
SU1_temporal_cov__l2_energy,0.0011643154829773
SU1_cov_flat__range,0.0011643154817311
SU1_temporal_cov__range,0.0011643154817311
SU1_temporal_cov__std,0.0011643154816551
SU1_cov_flat__std,0.0011643154816551
SU1_temporal_cov__variation,0.0011643154815944
SU1_cov_flat__variation,0.0011643154812676
SU1_temporal_cov__min,0.0011643154765878
SU1_cov_flat__min,0.0011643154765878
SU1_cov_flat__energy,0.0011270538670551
SU1_temporal_cov__energy,0.0011270538670551
SU2_cov_flat__q75,0.0011240349272672
SU2_temporal_cov__q75,0.0011240349272672
SU3_temporal_cov__iqr,0.001121988993306
SU3_cov_flat__iqr,0.001121988993306
SU3_cov_flat__variation,0.0011219889931499
SU3_temporal_cov__min,0.0011219889928903
SU3_cov_flat__min,0.0011219889928903
SU3_temporal_cov__variation,0.0011219889928586
SU3_temporal_cov__std,0.0011219889926074
SU3_cov_flat__std,0.0011219889926074
SU3_cov_flat__l1_energy,0.0011219889923531
SU3_temporal_cov__l1_energy,0.0011219889923531
SU3_cov_flat__abs_mean,0.0011219889923531
SU3_temporal_cov__abs_mean,0.0011219889923531
SU3_temporal_cov__l2_energy,0.0011219889923531
SU3_cov_flat__l2_energy,0.0011219889923531
SU3_temporal_cov__range,0.0011219889922556
SU3_cov_flat__range,0.0011219889922556
SU3_cov_flat__max,0.0011219889916208
SU3_temporal_cov__max,0.0011219889916208
SU3_temporal_cov_16,0.0010819988623939
SU3_temporal_cov_0,0.0010819988623939
SU3_temporal_cov_8,0.0010819988623939
SU3_cov_flat_3,0.0010819988623939
SU3_cov_flat_0,0.0010819988623939
SU3_temporal_cov_19,0.0010819988623939
SU3_temporal_cov_11,0.0010819988623939
SU3_temporal_cov_24,0.0010819988623939
SU3_temporal_cov_3,0.0010819988623939
SU3_temporal_cov_27,0.0010819988623939
SU3_cov_flat__mean,0.001081998860583
SU3_temporal_cov__mean,0.001081998860583
SU3_temporal_cov__median,0.0010819988595557
SU3_cov_flat__median,0.0010819988595557
SU3_temporal_cov_9,0.001081998858772
SU3_temporal_cov_1,0.001081998858772
SU3_temporal_cov_2,0.001081998858772
SU3_cov_flat_1,0.001081998858772
SU3_cov_flat_2,0.001081998858772
SU3_temporal_cov_10,0.001081998858772
SU3_temporal_cov_18,0.001081998858772
SU3_temporal_cov_26,0.001081998858772
SU3_temporal_cov_25,0.001081998858772
SU3_temporal_cov_17,0.001081998858772
SU3_temporal_cov_29,0.0010819988563622
SU3_temporal_cov_14,0.0010819988563622
SU3_temporal_cov_6,0.0010819988563622
SU3_temporal_cov_21,0.0010819988563622
SU3_cov_flat_6,0.0010819988563622
SU3_temporal_cov_30,0.0010819988563622
SU3_cov_flat_5,0.0010819988563622
SU3_temporal_cov_13,0.0010819988563622
SU3_temporal_cov_5,0.0010819988563622
SU3_temporal_cov_22,0.0010819988563622
SU1_temporal_cov_8,0.0010126688728336
SU1_temporal_cov_3,0.0010126688728336
SU1_temporal_cov_0,0.0010126688728336
SU1_temporal_cov_27,0.0010126688728336
SU1_cov_flat_0,0.0010126688728336
SU1_temporal_cov_24,0.0010126688728336
SU1_temporal_cov_11,0.0010126688728336
SU1_temporal_cov_16,0.0010126688728336
SU1_cov_flat_3,0.0010126688728336
SU1_temporal_cov_19,0.0010126688728336
SU1_temporal_cov__mean,0.0010126688722093
SU1_cov_flat__mean,0.0010126688722093
SU1_temporal_cov_17,0.0010126688715851
SU1_temporal_cov_9,0.0010126688715851
SU1_cov_flat_2,0.0010126688715851
SU1_temporal_cov_2,0.0010126688715851
SU1_temporal_cov_10,0.0010126688715851
SU1_temporal_cov_1,0.0010126688715851
SU1_temporal_cov_25,0.0010126688715851
SU1_temporal_cov_26,0.0010126688715851
SU1_temporal_cov_18,0.0010126688715851
SU1_cov_flat_1,0.0010126688715851
SU1_temporal_cov_30,0.0010126688682858
SU1_temporal_cov_29,0.0010126688682858
SU1_temporal_cov_22,0.0010126688682858
SU1_cov_flat_6,0.0010126688682858
SU1_temporal_cov_5,0.0010126688682858
SU1_temporal_cov_14,0.0010126688682858
SU1_temporal_cov_13,0.0010126688682858
SU1_cov_flat_5,0.0010126688682858
SU1_temporal_cov_6,0.0010126688682858
SU1_temporal_cov_21,0.0010126688682858
SU1_temporal_cov__median,0.0010126688675032
SU1_cov_flat__median,0.0010126688675032
SU3_temporal_cov__q75,0.0010049428710979
SU3_cov_flat__q75,0.0010049428710979
SU1_temporal_cov__q75,0.000976216420333
SU1_cov_flat__q75,0.000976216420333
SU2_temporal_cov_12,0.0
SU2_temporal_cov_28,0.0
SU2_temporal_cov_23,0.0
SU2_temporal_cov_20,0.0
SU1_temporal_cov_12,0.0
SU2_temporal_cov_15,0.0
SU1_temporal_cov_23,0.0
SU2_temporal_cov_7,0.0
SU1_temporal_cov_15,0.0
SU1_cov_flat_4,0.0
SU2_temporal_cov_4,0.0
SU1_temporal_cov_31,0.0
SU1_temporal_cov_28,0.0
SU2_temporal_cov_31,0.0
SU1_cov_flat_7,0.0
SU3_temporal_cov_4,0.0
SU3_temporal_cov_7,0.0
SU3_temporal_cov_12,0.0
SU1_temporal_cov_4,0.0
SU3_temporal_cov_20,0.0
SU2_cov_flat_4,0.0
SU3_temporal_cov_23,0.0
SU3_temporal_cov_28,0.0
SU3_cov_flat_7,0.0
SU3_temporal_cov_31,0.0
SU3_cov_flat_4,0.0
SU2_cov_flat_7,0.0
SU1_temporal_cov_7,0.0
SU1_temporal_cov_20,0.0
SU3_temporal_cov_15,0.0
