feature,importance
SU2_temporal_cov__q25,0.0032829524305657185
SU2_cov_flat__q25,0.0032829524305657185
SU3_temporal_cov__q25,0.003002439581499852
SU3_cov_flat__q25,0.003002439581499852
SU1_temporal_cov__q25,0.0029906349073295356
SU1_cov_flat__q25,0.0029906349073295356
SU3_cov_flat__zero_cross_rate,0.0028830941223631965
SU3_temporal_cov__zero_cross_rate,0.0028830941223630417
SU2_cov_flat__zero_cross_rate,0.002762647202346187
SU2_temporal_cov__zero_cross_rate,0.002762647202345998
PU_bandwidth,0.0027269680394672617
SU1_cov_flat__zero_cross_rate,0.002659444784780528
SU1_temporal_cov__zero_cross_rate,0.0026594447847804324
PU_Signal_Strength,0.002367339036075252
power_dB,0.002367339036075252
spectral_entropy,0.002002811891306207
SU2_cov_flat__energy,0.0016986248701977888
SU2_temporal_cov__energy,0.001698624870197787
SU2_cov_flat__max,0.0013036536862363849
SU2_temporal_cov__max,0.0013036536862363849
SU2_cov_flat__abs_mean,0.0013036536858764757
SU2_temporal_cov__l1_energy,0.0013036536858764757
SU2_temporal_cov__abs_mean,0.0013036536858764757
SU2_cov_flat__l1_energy,0.0013036536858764757
SU2_cov_flat__l2_energy,0.0013036536858764395
SU2_temporal_cov__l2_energy,0.0013036536858764393
SU2_cov_flat__std,0.001303653685046736
SU2_temporal_cov__std,0.0013036536850467263
SU2_cov_flat__range,0.0013036536842393645
SU2_temporal_cov__range,0.0013036536842393645
SU2_temporal_cov__variation,0.0013036536842281317
SU2_cov_flat__iqr,0.0013036536840981855
SU2_temporal_cov__iqr,0.0013036536840981855
SU2_cov_flat__variation,0.0013036536833718354
SU2_cov_flat__min,0.0013036536822423402
SU2_temporal_cov__min,0.0013036536822423402
SU3_temporal_cov__energy,0.0012099122159211987
SU3_cov_flat__energy,0.0012099122159211979
SU2_cov_flat__median,0.001174862941688475
SU2_temporal_cov__median,0.001174862941688475
SU2_temporal_cov_24,0.001174862941446739
SU2_temporal_cov_3,0.001174862941446739
SU2_temporal_cov_8,0.001174862941446739
SU2_temporal_cov_11,0.001174862941446739
SU2_temporal_cov_16,0.001174862941446739
